"Location","applicant_race_ethnicity","loan_failed","total_loans","debt_to_income_ratio_bracket","income_bracket","denial_rate"
"FL","Non-Hispanic Black",3770,28163,"40%-49%","All",0.133863579874303
"FL","Non-Hispanic Black",2949,14813,"50%-60%","All",0.199081887531223
"FL","Non-Hispanic White",2415,19846,"<20%","All",0.121686989821627
"FL","Non-Hispanic White",5414,76561,"20%-29%","All",0.0707148548216455
"FL","Non-Hispanic White",9541,141320,"30%-39%","All",0.067513444664591
"FL","Non-Hispanic White",12219,160238,"40%-49%","All",0.0762553202111859
"FL","Non-Hispanic White",6834,37888,"50%-60%","All",0.180373733108108
"GA","Hispanic or Latino",158,1057,"<20%","All",0.149479659413434
"GA","Hispanic or Latino",340,3906,"20%-29%","All",0.0870455709165387
"GA","Hispanic or Latino",617,7539,"30%-39%","All",0.0818410929831543
"GA","Hispanic or Latino",733,8619,"40%-49%","All",0.085044668755076
"GA","Hispanic or Latino",444,2908,"50%-60%","All",0.152682255845942
"GA","Non-Hispanic Asian",83,1118,"<20%","All",0.0742397137745975
"GA","Non-Hispanic Asian",217,4157,"20%-29%","All",0.052201106567236
"GA","Non-Hispanic Asian",337,6338,"30%-39%","All",0.0531713474282108
"GA","Non-Hispanic Asian",443,6694,"40%-49%","All",0.0661786674634001
"GA","Non-Hispanic Asian",207,840,"50%-60%","All",0.246428571428571
"GA","Non-Hispanic Black",637,1962,"<20%","All",0.32466870540265
"GA","Non-Hispanic Black",1381,8934,"20%-29%","All",0.154578016565928
"GA","Non-Hispanic Black",2598,21177,"30%-39%","All",0.122680266326675
"GA","Non-Hispanic Black",3607,29484,"40%-49%","All",0.122337539004206
"GA","Non-Hispanic Black",2310,13508,"50%-60%","All",0.171009771986971
"GA","Non-Hispanic White",1565,13625,"<20%","All",0.114862385321101
"GA","Non-Hispanic White",2749,44319,"20%-29%","All",0.0620275728242966
"GA","Non-Hispanic White",3941,65906,"30%-39%","All",0.0597972870451856
"GA","Non-Hispanic White",3872,59081,"40%-49%","All",0.0655371439210575
"GA","Non-Hispanic White",1949,12033,"50%-60%","All",0.161971245740879
"HI","Hispanic or Latino",2,16,"<20%","All",999
"HI","Hispanic or Latino",8,109,"20%-29%","All",0.073394495412844
"HI","Hispanic or Latino",24,462,"30%-39%","All",0.051948051948052
"HI","Hispanic or Latino",45,850,"40%-49%","All",0.0529411764705882
"HI","Hispanic or Latino",31,416,"50%-60%","All",0.0745192307692308
"HI","Non-Hispanic Asian",10,124,"<20%","All",0.0806451612903226
"HI","Non-Hispanic Asian",34,994,"20%-29%","All",0.03420523138833
"HI","Non-Hispanic Asian",123,3088,"30%-39%","All",0.0398316062176166
"HI","Non-Hispanic Asian",226,5001,"40%-49%","All",0.0451909618076385
"HI","Non-Hispanic Asian",143,1059,"50%-60%","All",0.135033050047214
"HI","Non-Hispanic Black",0,2,"<20%","All",999
"HI","Non-Hispanic Black",1,35,"20%-29%","All",999
"HI","Non-Hispanic Black",6,117,"30%-39%","All",0.0512820512820513
"HI","Non-Hispanic Black",17,320,"40%-49%","All",0.053125
"HI","Non-Hispanic Black",23,238,"50%-60%","All",0.0966386554621849
"HI","Non-Hispanic White",13,172,"<20%","All",0.0755813953488372
"HI","Non-Hispanic White",47,906,"20%-29%","All",0.0518763796909492
"HI","Non-Hispanic White",109,2527,"30%-39%","All",0.0431341511673922
"HI","Non-Hispanic White",198,3999,"40%-49%","All",0.0495123780945236
"HI","Non-Hispanic White",131,1308,"50%-60%","All",0.100152905198777
"IA","Hispanic or Latino",48,277,"<20%","All",0.173285198555957
"IA","Hispanic or Latino",82,727,"20%-29%","All",0.112792297111417
"IA","Hispanic or Latino",94,1133,"30%-39%","All",0.0829655781112092
"IA","Hispanic or Latino",82,962,"40%-49%","All",0.0852390852390852
"IA","Hispanic or Latino",41,187,"50%-60%","All",0.219251336898396
"IA","Non-Hispanic Asian",14,245,"<20%","All",0.0571428571428571
"IA","Non-Hispanic Asian",22,512,"20%-29%","All",0.04296875
"IA","Non-Hispanic Asian",32,649,"30%-39%","All",0.049306625577812
"IA","Non-Hispanic Asian",26,510,"40%-49%","All",0.0509803921568627
"IA","Non-Hispanic Asian",16,60,"50%-60%","All",999
"IA","Non-Hispanic Black",18,92,"<20%","All",999
"IA","Non-Hispanic Black",25,298,"20%-29%","All",0.0838926174496644
"IA","Non-Hispanic Black",42,554,"30%-39%","All",0.075812274368231
"IA","Non-Hispanic Black",47,539,"40%-49%","All",0.0871985157699443
"IA","Non-Hispanic Black",28,138,"50%-60%","All",0.202898550724638
"IA","Non-Hispanic White",448,6877,"<20%","All",0.0651446851824924
"IA","Non-Hispanic White",933,17966,"20%-29%","All",0.0519314260269398
"IA","Non-Hispanic White",1128,24678,"30%-39%","All",0.0457087284220763
"IA","Non-Hispanic White",922,18630,"40%-49%","All",0.0494900697799249
"IA","Non-Hispanic White",473,2659,"50%-60%","All",0.177886423467469
"ID","Hispanic or Latino",23,212,"<20%","All",0.108490566037736
"ID","Hispanic or Latino",40,659,"20%-29%","All",0.0606980273141123
"ID","Hispanic or Latino",89,1652,"30%-39%","All",0.0538740920096852
"ID","Hispanic or Latino",132,2023,"40%-49%","All",0.0652496292634701
"ID","Hispanic or Latino",54,476,"50%-60%","All",0.113445378151261
"ID","Non-Hispanic Asian",4,105,"<20%","All",0.0380952380952381
"ID","Non-Hispanic Asian",12,309,"20%-29%","All",0.0388349514563107
"ID","Non-Hispanic Asian",13,362,"30%-39%","All",0.0359116022099447
"ID","Non-Hispanic Asian",21,368,"40%-49%","All",0.0570652173913043
"ID","Non-Hispanic Asian",7,53,"50%-60%","All",999
"ID","Non-Hispanic Black",1,13,"<20%","All",999
"ID","Non-Hispanic Black",8,59,"20%-29%","All",999
"ID","Non-Hispanic Black",11,147,"30%-39%","All",0.0748299319727891
"ID","Non-Hispanic Black",10,149,"40%-49%","All",0.0671140939597315
"ID","Non-Hispanic Black",2,67,"50%-60%","All",999
"ID","Non-Hispanic White",214,4305,"<20%","All",0.0497096399535424
"ID","Non-Hispanic White",405,11740,"20%-29%","All",0.0344974446337308
"ID","Non-Hispanic White",792,20408,"30%-39%","All",0.0388083104664837
"ID","Non-Hispanic White",1052,21905,"40%-49%","All",0.0480255649395115
"ID","Non-Hispanic White",482,3881,"50%-60%","All",0.124194795155888
"IL","Hispanic or Latino",177,1096,"<20%","All",0.161496350364964
"IL","Hispanic or Latino",515,5840,"20%-29%","All",0.0881849315068493
"IL","Hispanic or Latino",1120,13676,"30%-39%","All",0.0818952910207663
"IL","Hispanic or Latino",1630,17976,"40%-49%","All",0.0906764574988874
"IL","Hispanic or Latino",901,5369,"50%-60%","All",0.167815235611846
"IL","Non-Hispanic Asian",68,1231,"<20%","All",0.0552396425670187
"IL","Non-Hispanic Asian",220,4843,"20%-29%","All",0.0454263886021061
"IL","Non-Hispanic Asian",343,7225,"30%-39%","All",0.0474740484429066
"IL","Non-Hispanic Asian",497,8079,"40%-49%","All",0.0615175145438792
"IL","Non-Hispanic Asian",274,1006,"50%-60%","All",0.272365805168986
"IL","Non-Hispanic Black",177,716,"<20%","All",0.247206703910615
"IL","Non-Hispanic Black",477,3286,"20%-29%","All",0.145161290322581
"IL","Non-Hispanic Black",1065,8280,"30%-39%","All",0.128623188405797
"IL","Non-Hispanic Black",1419,11233,"40%-49%","All",0.12632422327072
"IL","Non-Hispanic Black",926,4565,"50%-60%","All",0.202847754654984
"IL","Non-Hispanic White",922,12649,"<20%","All",0.0728911376393391
"IL","Non-Hispanic White",2049,46912,"20%-29%","All",0.0436775238744884
"IL","Non-Hispanic White",2935,71494,"30%-39%","All",0.0410523960052592
"IL","Non-Hispanic White",3341,67027,"40%-49%","All",0.0498455846151551
"IL","Non-Hispanic White",1739,9881,"50%-60%","All",0.175994332557433
"IN","Hispanic or Latino",81,713,"<20%","All",0.113604488078541
"IN","Hispanic or Latino",145,1975,"20%-29%","All",0.0734177215189873
"IN","Hispanic or Latino",233,3144,"30%-39%","All",0.0741094147582697
"IN","Hispanic or Latino",212,2731,"40%-49%","All",0.0776272427682168
"IN","Hispanic or Latino",78,508,"50%-60%","All",0.153543307086614
"IN","Non-Hispanic Asian",34,591,"<20%","All",0.0575296108291032
"IN","Non-Hispanic Asian",72,1447,"20%-29%","All",0.0497581202487906
"IN","Non-Hispanic Asian",81,1650,"30%-39%","All",0.0490909090909091
"IN","Non-Hispanic Asian",101,1414,"40%-49%","All",0.0714285714285714
"IN","Non-Hispanic Asian",51,205,"50%-60%","All",0.248780487804878
"IN","Non-Hispanic Black",70,436,"<20%","All",0.160550458715596
"IN","Non-Hispanic Black",156,1635,"20%-29%","All",0.0954128440366973
"IN","Non-Hispanic Black",276,3240,"30%-39%","All",0.0851851851851852
"IN","Non-Hispanic Black",314,3535,"40%-49%","All",0.0888260254596888
"IN","Non-Hispanic Black",182,1046,"50%-60%","All",0.173996175908222
"IN","Non-Hispanic White",955,15116,"<20%","All",0.0631780894416512
"IN","Non-Hispanic White",1825,40316,"20%-29%","All",0.0452673876376625
"IN","Non-Hispanic White",2482,53400,"30%-39%","All",0.0464794007490637
"IN","Non-Hispanic White",2086,40096,"40%-49%","All",0.0520251396648045
"IN","Non-Hispanic White",935,5930,"50%-60%","All",0.157672849915683
"KS","Hispanic or Latino",56,313,"<20%","All",0.178913738019169
"KS","Hispanic or Latino",95,1055,"20%-29%","All",0.0900473933649289
"KS","Hispanic or Latino",110,1600,"30%-39%","All",0.06875
"KS","Hispanic or Latino",100,1453,"40%-49%","All",0.0688231245698555
"KS","Hispanic or Latino",55,381,"50%-60%","All",0.144356955380577
"KS","Non-Hispanic Asian",14,196,"<20%","All",0.0714285714285714
"KS","Non-Hispanic Asian",19,548,"20%-29%","All",0.0346715328467153
"KS","Non-Hispanic Asian",36,791,"30%-39%","All",0.04551201011378
"KS","Non-Hispanic Asian",40,659,"40%-49%","All",0.0606980273141123
"KS","Non-Hispanic Asian",29,106,"50%-60%","All",0.273584905660377
"KS","Non-Hispanic Black",30,114,"<20%","All",0.263157894736842
"KS","Non-Hispanic Black",26,358,"20%-29%","All",0.0726256983240224
"KS","Non-Hispanic Black",42,727,"30%-39%","All",0.0577716643741403
"KS","Non-Hispanic Black",67,760,"40%-49%","All",0.0881578947368421
"KS","Non-Hispanic Black",29,261,"50%-60%","All",0.111111111111111
"KS","Non-Hispanic White",315,4872,"<20%","All",0.0646551724137931
"KS","Non-Hispanic White",563,14317,"20%-29%","All",0.0393238807012642
"KS","Non-Hispanic White",787,19435,"30%-39%","All",0.0404939542063288
"KS","Non-Hispanic White",780,15663,"40%-49%","All",0.0497988891017047
"KS","Non-Hispanic White",431,2859,"50%-60%","All",0.150752011192725
"KY","Hispanic or Latino",83,257,"<20%","All",0.32295719844358
"KY","Hispanic or Latino",98,681,"20%-29%","All",0.143906020558003
"KY","Hispanic or Latino",115,965,"30%-39%","All",0.119170984455959
"KY","Hispanic or Latino",125,932,"40%-49%","All",0.13412017167382
"KY","Hispanic or Latino",48,219,"50%-60%","All",0.219178082191781
"KY","Non-Hispanic Asian",17,172,"<20%","All",0.0988372093023256
"KY","Non-Hispanic Asian",22,491,"20%-29%","All",0.044806517311609
"KY","Non-Hispanic Asian",34,589,"30%-39%","All",0.0577249575551783
"KY","Non-Hispanic Asian",31,507,"40%-49%","All",0.0611439842209073
"KY","Non-Hispanic Asian",12,61,"50%-60%","All",999
"KY","Non-Hispanic Black",50,217,"<20%","All",0.230414746543779
"KY","Non-Hispanic Black",108,810,"20%-29%","All",0.133333333333333
"KY","Non-Hispanic Black",149,1493,"30%-39%","All",0.0997990622906899
"KY","Non-Hispanic Black",155,1581,"40%-49%","All",0.0980392156862745
"KY","Non-Hispanic Black",74,434,"50%-60%","All",0.170506912442396
"KY","Non-Hispanic White",1570,8610,"<20%","All",0.182346109175377
"KY","Non-Hispanic White",2265,22930,"20%-29%","All",0.0987788922808548
"KY","Non-Hispanic White",2579,30426,"30%-39%","All",0.0847630316176954
"KY","Non-Hispanic White",2267,24115,"40%-49%","All",0.0940078789135393
"KY","Non-Hispanic White",1031,4466,"50%-60%","All",0.230855351545007
"LA","Hispanic or Latino",139,363,"<20%","All",0.382920110192837
"LA","Hispanic or Latino",123,837,"20%-29%","All",0.146953405017921
"LA","Hispanic or Latino",151,1359,"30%-39%","All",0.111111111111111
"LA","Hispanic or Latino",153,1342,"40%-49%","All",0.114008941877794
"LA","Hispanic or Latino",79,464,"50%-60%","All",0.170258620689655
"LA","Non-Hispanic Asian",17,148,"<20%","All",0.114864864864865
"LA","Non-Hispanic Asian",23,402,"20%-29%","All",0.0572139303482587
"LA","Non-Hispanic Asian",31,599,"30%-39%","All",0.0517529215358932
"LA","Non-Hispanic Asian",46,631,"40%-49%","All",0.0729001584786054
"LA","Non-Hispanic Asian",30,114,"50%-60%","All",0.263157894736842
"LA","Non-Hispanic Black",882,1365,"<20%","All",0.646153846153846
"LA","Non-Hispanic Black",889,2947,"20%-29%","All",0.30166270783848
"LA","Non-Hispanic Black",1057,6025,"30%-39%","All",0.175435684647303
"LA","Non-Hispanic Black",1057,6923,"40%-49%","All",0.15267947421638
"LA","Non-Hispanic Black",716,3014,"50%-60%","All",0.237558062375581
"LA","Non-Hispanic White",1621,6759,"<20%","All",0.239828376978843
"LA","Non-Hispanic White",1701,17458,"20%-29%","All",0.0974338412189254
"LA","Non-Hispanic White",1881,25598,"30%-39%","All",0.0734823033049457
"LA","Non-Hispanic White",1808,21662,"40%-49%","All",0.0834641307358508
"LA","Non-Hispanic White",961,4896,"50%-60%","All",0.196282679738562
"MA","Hispanic or Latino",32,227,"<20%","All",0.140969162995595
"MA","Hispanic or Latino",89,1440,"20%-29%","All",0.0618055555555556
"MA","Hispanic or Latino",280,4540,"30%-39%","All",0.0616740088105727
"MA","Hispanic or Latino",640,8334,"40%-49%","All",0.0767938564914807
"MA","Hispanic or Latino",437,2967,"50%-60%","All",0.147286821705426
"MA","Non-Hispanic Asian",30,589,"<20%","All",0.0509337860780985
"MA","Non-Hispanic Asian",115,3133,"20%-29%","All",0.036706032556655
"MA","Non-Hispanic Asian",212,5193,"30%-39%","All",0.0408241864047757
"MA","Non-Hispanic Asian",301,5443,"40%-49%","All",0.0553003858166452
"MA","Non-Hispanic Asian",181,557,"50%-60%","All",0.324955116696589
"MA","Non-Hispanic Black",17,96,"<20%","All",999
"MA","Non-Hispanic Black",67,784,"20%-29%","All",0.0854591836734694
"MA","Non-Hispanic Black",212,2691,"30%-39%","All",0.0787811222593831
"MA","Non-Hispanic Black",444,4953,"40%-49%","All",0.0896426408237432
"MA","Non-Hispanic Black",366,2055,"50%-60%","All",0.178102189781022
"MA","Non-Hispanic White",204,4381,"<20%","All",0.0465647112531386
"MA","Non-Hispanic White",662,23260,"20%-29%","All",0.0284608770421324
"MA","Non-Hispanic White",1417,41784,"30%-39%","All",0.0339125023932606
"MA","Non-Hispanic White",1848,41312,"40%-49%","All",0.0447327652982184
"MA","Non-Hispanic White",1038,6918,"50%-60%","All",0.150043365134432
"MD","Hispanic or Latino",61,334,"<20%","All",0.182634730538922
"MD","Hispanic or Latino",154,1934,"20%-29%","All",0.0796277145811789
"MD","Hispanic or Latino",384,5362,"30%-39%","All",0.0716150690041029
"MD","Hispanic or Latino",619,8780,"40%-49%","All",0.070501138952164
"MD","Hispanic or Latino",412,3044,"50%-60%","All",0.135348226018397
"MD","Non-Hispanic Asian",33,572,"<20%","All",0.0576923076923077
"MD","Non-Hispanic Asian",103,2579,"20%-29%","All",0.0399379604497867
"MD","Non-Hispanic Asian",251,4812,"30%-39%","All",0.0521612635078969
"MD","Non-Hispanic Asian",404,6083,"40%-49%","All",0.0664145980601677
"MD","Non-Hispanic Asian",203,937,"50%-60%","All",0.216648879402348
"MD","Non-Hispanic Black",132,770,"<20%","All",0.171428571428571
"MD","Non-Hispanic Black",429,5013,"20%-29%","All",0.0855774985038899
"MD","Non-Hispanic Black",1245,14598,"30%-39%","All",0.0852856555692561
"MD","Non-Hispanic Black",2121,21913,"40%-49%","All",0.0967918587140054
"MD","Non-Hispanic Black",1454,8650,"50%-60%","All",0.168092485549133
"MD","Non-Hispanic White",229,4690,"<20%","All",0.0488272921108742
"MD","Non-Hispanic White",669,20719,"20%-29%","All",0.03228920314687
"MD","Non-Hispanic White",1251,35540,"30%-39%","All",0.0351997749015194
"MD","Non-Hispanic White",1380,33183,"40%-49%","All",0.041587559895127
"MD","Non-Hispanic White",694,5944,"50%-60%","All",0.116756393001346
"ME","Hispanic or Latino",6,27,"<20%","All",999
"ME","Hispanic or Latino",10,104,"20%-29%","All",0.0961538461538462
"ME","Hispanic or Latino",19,161,"30%-39%","All",0.118012422360248
"ME","Hispanic or Latino",17,174,"40%-49%","All",0.0977011494252874
"ME","Hispanic or Latino",15,55,"50%-60%","All",999
"ME","Non-Hispanic Asian",0,29,"<20%","All",999
"ME","Non-Hispanic Asian",2,97,"20%-29%","All",999
"ME","Non-Hispanic Asian",12,137,"30%-39%","All",0.0875912408759124
"ME","Non-Hispanic Asian",7,138,"40%-49%","All",0.0507246376811594
"ME","Non-Hispanic Asian",7,26,"50%-60%","All",999
"ME","Non-Hispanic Black",1,11,"<20%","All",999
"ME","Non-Hispanic Black",3,41,"20%-29%","All",999
"ME","Non-Hispanic Black",12,136,"30%-39%","All",0.0882352941176471
"ME","Non-Hispanic Black",5,154,"40%-49%","All",0.0324675324675325
"ME","Non-Hispanic Black",11,71,"50%-60%","All",999
"ME","Non-Hispanic White",124,1538,"<20%","All",0.0806241872561769
"ME","Non-Hispanic White",377,5813,"20%-29%","All",0.0648546361603303
"ME","Non-Hispanic White",587,10020,"30%-39%","All",0.0585828343313373
"ME","Non-Hispanic White",633,9395,"40%-49%","All",0.0673762639701969
"ME","Non-Hispanic White",333,1850,"50%-60%","All",0.18
"MI","Hispanic or Latino",133,709,"<20%","All",0.187588152327221
"MI","Hispanic or Latino",201,2091,"20%-29%","All",0.0961262553802009
"MI","Hispanic or Latino",289,2833,"30%-39%","All",0.102012001411931
"MI","Hispanic or Latino",252,2410,"40%-49%","All",0.104564315352697
"MI","Hispanic or Latino",114,391,"50%-60%","All",0.29156010230179
"MI","Non-Hispanic Asian",36,764,"<20%","All",0.0471204188481675
"MI","Non-Hispanic Asian",114,2525,"20%-29%","All",0.0451485148514851
"MI","Non-Hispanic Asian",126,3126,"30%-39%","All",0.0403071017274472
"MI","Non-Hispanic Asian",154,2696,"40%-49%","All",0.0571216617210683
"MI","Non-Hispanic Asian",67,202,"50%-60%","All",0.331683168316832
"MI","Non-Hispanic Black",190,725,"<20%","All",0.262068965517241
"MI","Non-Hispanic Black",432,2648,"20%-29%","All",0.163141993957704
"MI","Non-Hispanic Black",704,4942,"30%-39%","All",0.142452448401457
"MI","Non-Hispanic Black",777,5338,"40%-49%","All",0.145560134881978
"MI","Non-Hispanic Black",444,1749,"50%-60%","All",0.253859348198971
"MI","Non-Hispanic White",1351,15933,"<20%","All",0.0847925688821942
"MI","Non-Hispanic White",2895,49335,"20%-29%","All",0.0586804499847978
